review_text,rating,summary_text,text_length,clean_review,clean_length
"**Update 6.24.14**My 128 GB card stopped allowing writes via any of my card-readers on a Windows PC--either when it was inside any of several full-size SD card adapters (with the write-protect tab in either position) or plugged directly into the microSD slot of the reader.  MicroSD cards have no write-protect tab, so I was quite surprised and worried by this.  After failing to find any workable solution by searching online, I finally put it in my Chromebook and created a new folder on it there, then stuck it back in my Windows PC and it no longer gave me a write-protect error.  If anyone has a similar problem, I'd recommend doing something similar by putting it in any other PC, laptop, camera, etc you have available and try writing to it there.----------------------------------------------This portion of my review is necessarily being written as an update to my original review of the 64 GB version of this card, since Amazon disallows multiple reviews for what they consider the same item.  This portion concerns the 128 GB version of this card:I don't need a fast card, so the speeds on this card were not that important, besides which my test PC is not exactly high-end. Therefore I didn't count off for the speed results I got below, using a USB 2.0 card adapter, but I thought they might be relevant to some readers. While the card did reach the Class-10 and/or UHS-I requirements, it came in at under 2/3 of the claimed ""read speeds up to 30 MB/s for fast file transfer.""  Then again, running on a second PC using a different USB 2.0 card reader, none of the speeds even hit 5 MB/s, so this seems to be highly system-dependent.I only just got the card this week, and so far it works on *select* SDXC-compatible devices and exFAT-compatible operating systems:  some SDXC-compatible devices, such as the Panasonic HDC-TM40, do not allow cards larger than 64 GB (for whatever reason); this was stated in the manual, and I've confirmed this card is recognized as broken/corrupt/unusable in that device, whereas 64 GB exFAT cards work fine.  The 128 GB works fine (with original exFAT formatting) in my Toshiba Excite 7.7 Android tablet, and (predictably) not at all in my non-SDXC-compatible Galaxy Note 2 (though it possibly would if reformatted to FAT32, since a 64 GB card in FAT32 works fine there).I'll update my review to reflect any problems, issues, etc that I notice in the coming days & weeks.-----------------------------------------------------------------------CrystalDiskMark 3.0.3 (C) 2007-2013 hiyohiyoCrystal Dew World : [url removed as per Amazon rules]-----------------------------------------------------------------------* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read : 18.694 MB/sSequential Write : 11.921 MB/sRandom Read 512KB : 18.502 MB/sRandom Write 512KB : 0.680 MB/sRandom Read 4KB (QD=1) : 3.339 MB/s [ 815.1 IOPS]Random Write 4KB (QD=1) : 1.581 MB/s [ 386.1 IOPS]Random Read 4KB (QD=32) : 3.151 MB/s [ 769.4 IOPS]Random Write 4KB (QD=32) : 1.564 MB/s [ 381.8 IOPS]Test : 1000 MB [G: 0.0% (0.0/119.1 GB)] (x5)Date : 2014/04/24 16:53:49OS : Windows XP Professional SP3 [5.1 Build 2600] (x86)-------------------------------------------------------------------------------------------------------------------------------The following is my original review of the 64 GB version of this card, published April 24, 2013:This is a high-quality card.  I've used it in a variety of devices, through multiple readers on different pcs, in an HD camcorder using a micro to full-sized SD adapter, and I've never once had a problem with it.  It even works at full capacity in *some* microSDHC-only devices once its reformatted to FAT32 (such as my SanDisk Clip+ FLAC player and supposedly even PSPs via a proper adapter, though I haven't yet tested my PSP).  I keep anticipating someone coming out with a card with equal or better capacity and speeds at a comparable price, but I haven't seen one yet.  If these were cheaper, I'd have several by now.Make sure your device can handle micro or full-sized SDXC cards, or is one of those rare gems that state they support only as high as SDHC but have been tested to work with SDXC cards such as this one once they've been manually reformatted to FAT32.",5.0,"128 GB and 64 GB versions great, but can't confirm speed claims outside of the Class ratings",682,update gb card stopped allowing writes via cardreaders windows pceither inside several fullsize sd card adapters writeprotect tab either position plugged directly microsd slot reader microsd cards writeprotect tab quite surprised worried failing find workable solution searching online finally put chromebook created new folder stuck back windows pc longer gave writeprotect error anyone similar problem id recommend something similar putting pc laptop camera etc available try writing therethis portion review necessarily written update original review gb version card since amazon disallows multiple reviews consider item portion concerns gb version cardi dont need fast card speeds card important besides test pc exactly highend therefore didnt count speed results got using usb card adapter thought might relevant readers card reach class andor uhsi requirements came claimed read speeds mbs fast file transfer running second pc using different usb card reader none speeds even hit mbs seems highly systemdependenti got card week far works select sdxccompatible devices exfatcompatible operating systems sdxccompatible devices panasonic hdctm allow cards larger gb whatever reason stated manual ive confirmed card recognized brokencorruptunusable device whereas gb exfat cards work fine gb works fine original exfat formatting toshiba excite android tablet predictably nonsdxccompatible galaxy note though possibly would reformatted fat since gb card fat works fine thereill update review reflect problems issues etc notice coming days weekscrystaldiskmark c hiyohiyocrystal dew world url removed per amazon rules mbs bytes sata bytessequential read mbssequential write mbsrandom read kb mbsrandom write kb mbsrandom read kb qd mbs iopsrandom write kb qd mbs iopsrandom read kb qd mbs iopsrandom write kb qd mbs iopstest mb g gb xdate os windows xp professional sp build xthe following original review gb version card published april highquality card ive used variety devices multiple readers different pcs hd camcorder using micro fullsized sd adapter ive never problem even works full capacity microsdhconly devices reformatted fat sandisk clip flac player supposedly even psps via proper adapter though havent yet tested psp keep anticipating someone coming card equal better capacity speeds comparable price havent seen one yet cheaper id several nowmake sure device handle micro fullsized sdxc cards one rare gems state support high sdhc tested work sdxc cards one theyve manually reformatted fat,364
"Works great in the phone and the wife loves it, we got a second for her mom and she is storing lots of pictures and videos on it",5.0,Works,28,works great phone wife loves got second mom storing lots pictures videos,12
I loaded this card up with home movies for my Samsung Galaxy Tab 2. The copy process from computer to card was fast. There are no skips in the movie quality and I have plenty of room left to go. Wish I had bought another for more collections.,5.0,Fast and Dependable,48,loaded card home movies samsung galaxy tab copy process computer card fast skips movie quality plenty room left go wish bought another collections,23
"Bought this for my S3 and loaded it with 4 seasons of Futurama, 5 full length HD movies, several documentaries, and a dozen or so 30 minute comedy shows with plenty of room left over for pictures, etc...Only slight nitpick is when booting up into recovery mode on the S3 it will not recognize the card. Wanted to update the phone to the latest version of Android and it would not see it. Had to resort to a 2GB MicroSD I had laying around. That wasn't a SD card issue but I thought I would throw that in.",5.0,Great for movies on the go,98,bought loaded seasons futurama full length hd movies several documentaries dozen minute comedy shows plenty room left pictures etconly slight nitpick booting recovery mode recognize card wanted update phone latest version android would see resort gb microsd laying around wasnt sd card issue thought would throw,46
"I purchased this after my wife and I bought our Samsung Galaxy S4 to store all the music, pictures and videos.  The S4 camera is capable of capturing 16-megapixels photos so the 16GB microSD that I had will not suffice.  As a matter of fact I've already exhausted the remaining space on the card so this 64GB will allow me to take more photos (of our son).",5.0,Great storage media,67,purchased wife bought samsung galaxy store music pictures videos camera capable capturing megapixels photos gb microsd suffice matter fact ive already exhausted remaining space card gb allow take photos son,30
"Great storage, has not failed yet after about a year of usage.",5.0,"Good, reliable storage for my Galaxy S4!",12,great storage failed yet year usage,6
"Since the wife is using it and it is not causing any problems, then it must be functioning normally. Looks good so far.",5.0,"Wife is using, no complaints",23,since wife using causing problems must functioning normally looks good far,11
Class 10 speeds are the only way to fly and with 29.71GB of usable space I think I should be good for a while.,5.0,Fast and Full of Empty Space,24,class speeds way fly gb usable space think good,9
"The subject says it all.  Does what it's supposed to do ... at a great price.  When it's on sale, buy it.",5.0,Great price.  Good Speed.  Reliable.,22,subject says supposed great price sale buy,7
"Lot of questions about this memory card fitting the Samsung Galaxy Tab 3 10.1 tablet.  It fits and works no problem at all. The only thing is that after installing, instead of showing 64GB available, it only shows 59GB.Tried formatting the card but with same results.Have no idea if this is a limit set by the the Galaxy Tab 3 tablet, or is it just &#34;normal&#34; to buy 64GB and get less than that.As this is surely not a problem coming from the Sandisk memory card, my rating is a 5-STAR.  Excellent price, works great, and very quick delivery.",5.0,Works OK with the Samsung Galaxy Tab 3 10.1...,99,lot questions memory card fitting samsung galaxy tab tablet fits works problem thing installing instead showing gb available shows gbtried formatting card resultshave idea limit set galaxy tab tablet normal buy gb get less thatas surely problem coming sandisk memory card rating star excellent price works great quick delivery,49
